Date,Open,High,Low,Close,Adj Close,Volume
2018-04-04,253.705002,254.477005,252.835999,253.729996,253.729996,0
2018-04-05,253.143997,254.800995,252.869995,252.895004,252.895004,0
2018-04-06,254.000000,255.531998,253.485001,253.919998,253.919998,0
2018-04-09,254.233002,254.794998,252.259995,254.212006,254.212006,0
2018-04-10,252.828003,253.007004,251.509995,252.699997,252.699997,0
2018-04-11,251.630005,251.998001,251.050003,251.639999,251.639999,0
2018-04-12,251.550003,253.089996,251.365005,251.570007,251.570007,0
2018-04-13,252.363998,252.787003,251.539993,252.375000,252.375000,0
2018-04-16,251.770004,252.007004,250.149994,251.869003,251.869003,0
2018-04-17,250.250000,251.703995,249.850006,250.389999,250.389999,0
2018-04-18,250.914001,251.376007,249.960007,250.770004,250.770004,0
2018-04-19,250.479004,251.636002,250.225006,250.701996,250.701996,0
2018-04-20,251.294006,253.403000,250.942001,250.985001,250.985001,0
2018-04-23,253.091995,255.757004,252.770004,252.938995,252.938995,0
2018-04-24,255.626999,256.606995,255.119995,255.716003,255.716003,0
2018-04-25,255.408997,257.546997,255.259995,255.151001,255.151001,0
2018-04-26,257.101990,258.653015,256.126007,257.067993,257.067993,0
2018-04-27,258.100006,259.455994,257.915009,258.268005,258.268005,0
2018-04-30,257.880005,259.806000,257.529999,258.036011,258.036011,0
2018-05-01,259.545013,262.144012,259.299988,259.394989,259.394989,0
2018-05-02,261.485992,262.786011,260.112000,261.559998,261.559998,0
2018-05-03,262.910004,263.165985,261.260010,263.149994,263.149994,0
2018-05-04,261.799988,263.696014,261.362000,261.589996,261.589996,0
2018-05-07,262.190002,264.175995,261.597992,262.359985,262.359985,0
2018-05-08,263.410004,266.235992,263.239990,263.440002,263.440002,0
2018-05-09,265.135986,266.826996,264.679993,265.220001,265.220001,0
2018-05-10,265.959991,266.306000,262.799988,266.095001,266.095001,0
2018-05-11,263.549988,264.617004,262.959991,263.704010,263.704010,0
2018-05-14,263.609985,263.876007,262.670013,263.562988,263.562988,0
2018-05-15,264.250000,268.502991,264.013000,264.170013,264.170013,0
2018-05-16,267.600006,269.835999,266.839996,267.514008,267.514008,0
2018-05-17,267.230011,269.187012,266.601990,267.190002,267.190002,0
2018-05-18,268.809998,270.858002,267.869995,268.786011,268.786011,0
2018-05-21,270.345001,272.256989,270.299988,270.473999,270.473999,0
2018-05-22,269.454010,270.584015,267.380005,269.433990,269.433990,0
2018-05-23,269.519989,273.239014,269.471985,269.670990,269.670990,0
2018-05-24,271.723999,272.876007,271.230011,271.635986,271.635986,0
2018-05-25,272.250000,274.557007,272.040985,272.170013,272.170013,0
2018-05-28,272.725006,274.976990,271.713013,272.799988,272.799988,0
2018-05-29,273.790009,278.112000,273.570007,273.997009,273.997009,0
2018-05-30,277.899994,278.403015,273.729004,278.066010,278.066010,0
2018-05-31,273.829987,274.457001,271.730011,273.859985,273.859985,0
2018-06-01,273.160004,275.339996,272.660004,273.425995,273.425995,0
2018-06-04,274.170013,274.239014,271.230011,274.149994,274.149994,0
2018-06-05,272.437012,273.454010,271.709991,272.459991,272.459991,0
2018-06-06,271.554993,272.079987,269.869995,271.640015,271.640015,0
2018-06-07,269.729004,269.729004,267.660004,269.812988,269.812988,0
2018-06-08,270.109985,273.122009,269.438995,270.049988,270.049988,0
2018-06-11,271.130005,273.123993,270.149994,271.269989,271.269989,0
2018-06-12,272.609985,273.328003,270.660004,272.500000,272.500000,0
2018-06-13,271.940002,272.937012,271.566986,271.981995,271.981995,0
2018-06-14,271.506989,277.709015,271.089996,271.542999,271.542999,0
2018-06-15,279.076996,280.287994,276.980011,279.164001,279.164001,0
2018-06-18,278.149994,279.208008,277.600006,278.233002,278.233002,0
2018-06-19,278.250000,281.351013,277.609985,278.143005,278.143005,0
2018-06-20,278.177002,280.084015,277.529999,277.959991,277.959991,0
2018-06-21,279.450012,283.386993,279.321014,279.429993,279.429993,0
2018-06-22,280.959991,281.247009,277.239990,280.920013,280.920013,0
2018-06-25,278.329987,279.972992,278.010010,278.079987,278.079987,0
2018-06-26,278.028015,279.941010,277.541992,278.364014,278.364014,0
2018-06-27,279.730011,283.207001,279.309998,279.967987,279.967987,0
2018-06-28,283.307007,284.697998,282.630005,283.200012,283.200012,0
2018-06-29,283.799988,284.243011,280.825012,283.940002,283.940002,0
2018-07-02,281.744995,284.967010,281.376007,281.600006,281.600006,0
2018-07-03,283.131989,283.970001,279.589996,283.326996,283.326996,0
2018-07-04,280.619995,280.916992,279.130005,280.600006,280.600006,0
2018-07-05,278.809998,279.109985,275.410004,278.826996,278.826996,0
2018-07-06,276.540009,277.199005,274.242004,276.529999,276.529999,0
2018-07-09,275.088013,275.696991,273.529999,275.106995,275.106995,0
2018-07-10,275.178009,278.207001,275.000000,275.149994,275.149994,0
2018-07-11,276.048004,277.763000,275.660004,276.040009,276.040009,0
2018-07-12,278.519989,279.372009,277.070007,278.529999,278.529999,0
2018-07-13,278.125000,279.587006,276.661987,278.170013,278.170013,0
2018-07-16,276.579987,276.750000,274.329987,276.779999,276.779999,0
2018-07-17,275.750000,277.040009,274.799988,275.779999,275.779999,0
2018-07-18,277.220001,279.329987,277.024994,277.390015,277.390015,0
2018-07-19,278.320007,281.644012,277.929993,278.329987,278.329987,0
2018-07-20,280.089996,280.816986,277.369995,280.087006,280.087006,0
2018-07-23,276.790985,279.162994,276.717987,277.049988,277.049988,0
2018-07-24,279.140991,280.424988,277.687988,279.029999,279.029999,0
2018-07-25,278.760010,279.347992,277.510010,278.769989,278.769989,0
2018-07-26,277.010010,278.321014,276.089996,277.079987,277.079987,0
2018-07-27,277.850006,278.339996,275.940002,278.071014,278.071014,0
2018-07-30,276.429993,276.851990,274.269989,276.410004,276.410004,0
2018-07-31,274.653992,274.783997,272.450012,274.640991,274.640991,0
2018-08-01,274.040009,275.272003,273.907013,273.875000,273.875000,0
2018-08-02,275.010986,277.459015,274.713013,274.786011,274.786011,0
2018-08-03,276.944000,278.066986,275.390015,277.059998,277.059998,0
2018-08-06,276.649994,278.131012,276.220001,276.630005,276.630005,0
2018-08-07,276.609985,276.936005,275.380005,276.795990,276.795990,0
2018-08-08,275.751007,276.177002,274.799988,275.713989,275.713989,0
2018-08-09,275.049988,277.209991,274.600006,275.100006,275.100006,0
2018-08-10,278.209991,283.273010,277.756989,278.285004,278.285004,0
2018-08-13,283.489990,286.316986,282.950012,283.410004,283.410004,0
2018-08-14,283.075989,284.643005,281.865997,283.071014,283.071014,0
2018-08-15,284.454010,287.856995,283.890015,284.359985,284.359985,0
2018-08-16,286.082001,286.199005,283.619995,286.013000,286.013000,0
2018-08-17,284.549011,285.058990,282.690002,284.660004,284.660004,0
2018-08-20,282.355988,284.296997,282.007996,282.320007,282.320007,0
2018-08-21,281.816986,281.839996,279.769989,281.766998,281.766998,0
2018-08-22,279.425995,279.950012,277.589996,279.282013,279.282013,0
2018-08-23,278.334991,280.916992,278.279999,278.489990,278.489990,0
2018-08-24,280.691010,281.040009,277.779999,280.869995,280.869995,0
2018-08-27,277.703003,279.161987,276.880005,277.796997,277.796997,0
2018-08-28,277.160004,277.785004,275.769989,277.173004,277.173004,0
2018-08-29,276.869995,279.026001,276.738007,276.808014,276.808014,0
2018-08-30,278.066010,280.717010,277.769989,278.056000,278.056000,0
2018-08-31,280.220001,281.623993,278.820007,280.316010,280.316010,0
2018-09-03,281.179993,281.752014,280.705994,281.200012,281.200012,0
2018-09-04,280.989014,284.096985,280.984009,281.029999,281.029999,0
2018-09-05,282.739990,284.727997,281.359985,282.679993,282.679993,0
2018-09-06,281.480011,282.648010,279.720001,281.441010,281.441010,0
2018-09-07,280.420013,281.231995,278.571014,280.420013,280.420013,0
2018-09-10,281.190002,282.421997,279.321991,281.066986,281.066986,0
2018-09-11,280.199005,280.756012,278.369995,280.059998,280.059998,0
2018-09-12,279.604004,281.792999,278.790009,279.760010,279.760010,0
2018-09-13,279.255005,280.484009,276.640015,279.427002,279.427002,0
2018-09-14,277.119995,278.803986,275.570007,277.200012,277.200012,0
2018-09-17,279.364990,279.726990,277.324005,279.179993,279.179993,0
2018-09-18,278.411011,278.470001,275.450012,278.140991,278.140991,0
2018-09-19,276.937988,277.721985,275.859985,277.191010,277.191010,0
2018-09-20,276.589996,276.846008,274.579987,276.600006,276.600006,0
2018-09-21,274.645996,276.196991,273.878998,274.489990,274.489990,0
2018-09-24,275.752991,276.446991,273.700012,275.649994,275.649994,0
2018-09-25,275.188995,276.144989,274.429993,275.196991,275.196991,0
2018-09-26,275.359985,276.112000,274.600006,275.502014,275.502014,0
2018-09-27,275.339996,277.501007,274.916992,275.109985,275.109985,0
2018-09-28,277.834991,280.516998,277.549988,277.820007,277.820007,0
2018-10-01,278.399994,279.710999,277.679993,278.536011,278.536011,0
2018-10-02,278.800995,281.516998,278.763000,278.790009,278.790009,0
2018-10-03,279.375000,279.987000,277.920013,279.350006,279.350006,0
2018-10-04,281.256989,282.497009,280.829987,281.170013,281.170013,0
2018-10-05,281.285004,282.955994,280.882996,281.410004,281.410004,0
2018-10-08,281.496002,283.712006,281.496002,281.619995,281.619995,0
2018-10-09,282.809998,284.645996,282.040009,282.730011,282.730011,0
2018-10-10,281.907013,283.028015,281.600006,282.048004,282.048004,0
2018-10-11,282.128998,282.308990,279.709991,282.350006,282.350006,0
2018-10-12,280.367004,281.207001,279.579987,280.454010,280.454010,0
2018-10-15,280.687012,280.816010,277.959991,280.667999,280.667999,0
2018-10-16,278.287994,278.908997,276.869995,278.410004,278.410004,0
2018-10-17,277.893005,279.846008,277.640015,277.764008,277.764008,0
2018-10-18,279.829987,281.459991,279.019989,279.859985,279.859985,0
2018-10-19,281.855988,283.096985,280.600006,281.872009,281.872009,0
2018-10-22,280.299988,281.570007,279.191010,280.355011,280.355011,0
2018-10-23,281.359985,282.335999,280.657013,281.325012,281.325012,0
2018-10-24,281.067993,283.802002,280.815002,281.118011,281.118011,0
2018-10-25,283.790009,284.901001,283.040009,283.799988,283.799988,0
2018-10-26,284.701996,286.113007,284.010010,284.700012,284.700012,0
2018-10-29,284.117004,285.428986,283.769989,284.072998,284.072998,0
2018-10-30,285.188995,286.131012,284.899994,285.154999,285.154999,0
2018-10-31,285.828003,287.437012,285.470001,285.794006,285.794006,0
2018-11-01,286.691986,286.799988,281.950012,286.627991,286.627991,0
2018-11-02,282.959991,283.350006,280.619995,282.970001,282.970001,0
2018-11-05,282.000000,283.855011,281.815002,281.970001,281.970001,0
2018-11-06,282.049988,282.694000,281.321991,281.923004,281.923004,0
2018-11-07,281.130005,282.309998,279.450012,281.117004,281.117004,0
2018-11-08,280.920013,281.946991,280.406006,280.796997,280.796997,0
2018-11-09,282.058990,283.792999,282.058990,282.053009,282.053009,0
2018-11-12,283.769989,286.369995,283.510986,283.674988,283.674988,0
2018-11-13,287.049988,287.578003,285.850006,287.070007,287.070007,0
2018-11-14,285.166992,286.566986,284.174988,285.299988,285.299988,0
2018-11-15,284.731995,286.227997,283.589996,284.959991,284.959991,0
2018-11-16,284.022003,284.209991,281.690002,284.149994,284.149994,0
2018-11-19,281.615997,282.223999,280.268005,281.566010,281.566010,0
2018-11-20,280.300995,282.303009,279.730011,280.286987,280.286987,0
2018-11-21,282.510010,282.776001,281.279999,282.470001,282.470001,0
2018-11-22,282.250000,282.529999,281.049988,282.273987,282.273987,0
2018-11-23,281.570007,284.300995,280.959991,281.529999,281.529999,0
2018-11-26,284.013000,285.328003,282.899994,284.160004,284.160004,0
2018-11-27,285.619995,287.612000,285.032013,285.549988,285.549988,0
2018-11-28,286.559998,287.684998,286.328003,286.630005,286.630005,0
2018-11-29,284.609985,285.006989,283.213013,284.459015,284.459015,0
2018-11-30,283.709991,286.278015,283.600006,283.800995,283.800995,0
2018-12-03,285.230011,285.489990,283.179993,285.126007,285.126007,0
2018-12-04,283.839996,285.023987,282.579987,283.950012,283.950012,0
2018-12-05,285.041992,286.130005,284.559998,285.059998,285.059998,0
2018-12-06,284.682007,286.105988,283.143005,284.760010,284.760010,0
2018-12-07,283.739990,284.545013,282.820007,283.779999,283.779999,0
2018-12-10,283.230011,284.778015,282.277008,283.209991,283.209991,0
2018-12-11,284.769989,286.338013,283.470001,284.739990,284.739990,0
2018-12-12,285.622986,285.898010,283.750000,285.690002,285.690002,0
2018-12-13,283.820007,285.054993,283.190002,283.695007,283.695007,0
2018-12-14,284.329987,287.410004,284.231995,284.329987,284.329987,0
2018-12-17,285.958008,286.160004,284.350006,285.980011,285.980011,0
2018-12-18,284.850006,285.179993,283.109985,284.880005,284.880005,0
2018-12-19,282.993011,283.230011,281.570007,283.079987,283.079987,0
2018-12-20,283.179993,283.570007,279.920013,283.220001,283.220001,0
2018-12-21,280.345001,282.678986,279.739990,280.359985,280.359985,0
2018-12-24,282.923004,283.109985,280.440002,282.890991,282.890991,0
2018-12-25,281.414001,281.890015,280.903992,281.809998,281.809998,0
2018-12-26,281.690002,282.050995,280.992004,281.690002,281.690002,0
2018-12-27,282.580994,282.910004,280.661011,282.690002,282.690002,0
2018-12-28,280.571014,281.131989,279.684998,280.585999,280.585999,0
2018-12-31,280.937012,281.239990,279.760010,280.947998,280.947998,0
2019-01-01,279.799988,279.839996,279.769989,279.790009,279.790009,0
2019-01-02,280.089996,284.106995,279.126007,280.070007,280.070007,0
2019-01-03,284.989990,284.989990,281.440002,284.700012,284.700012,0
2019-01-04,281.760010,283.169006,281.019989,281.528015,281.528015,0
2019-01-07,281.059998,281.279999,279.790009,281.170013,281.170013,0
2019-01-08,279.600006,281.720001,279.362000,279.632996,279.632996,0
2019-01-09,280.511993,281.020996,278.380005,280.739990,280.739990,0
2019-01-10,277.839996,279.196014,277.661011,277.799988,277.799988,0
2019-01-11,278.769012,280.510986,278.394012,278.875000,278.875000,0
2019-01-14,280.079987,280.507996,279.404999,280.027008,280.027008,0
2019-01-15,280.320007,283.880005,279.726990,280.239990,280.239990,0
2019-01-16,282.825989,284.149994,281.562012,282.920013,282.920013,0
2019-01-17,281.769989,282.846985,280.174011,281.667999,281.667999,0
2019-01-18,280.251007,280.500000,278.500000,280.217987,280.217987,0
2019-01-21,279.570007,279.824005,279.010010,279.559998,279.559998,0
2019-01-22,279.029999,280.420990,278.920013,279.269989,279.269989,0
2019-01-23,279.720001,280.170013,279.070007,279.829987,279.829987,0
2019-01-24,278.993988,281.592987,278.878998,279.130005,279.130005,0
2019-01-25,281.628998,281.859985,278.119995,281.545013,281.545013,0
2019-01-28,278.045013,278.976013,277.190002,278.035004,278.035004,0
2019-01-29,277.540009,277.850006,276.839996,277.528992,277.528992,0
2019-01-30,277.178009,277.609985,276.329987,277.162994,277.162994,0
2019-01-31,274.540009,275.859009,273.730011,274.619995,274.619995,0
2019-02-01,275.739990,277.536987,275.540009,275.750000,275.750000,0
2019-02-04,276.778015,278.032013,276.734985,276.869995,276.869995,0
2019-02-05,277.216003,278.399994,277.029999,277.346008,277.346008,0
2019-02-06,278.339996,280.127991,278.191986,278.225006,278.225006,0
2019-02-07,280.178986,281.910004,280.019989,280.184998,280.184998,0
2019-02-08,280.929993,281.803009,280.026001,280.862000,280.862000,0
2019-02-11,281.549988,283.782013,280.971008,281.649994,281.649994,0
2019-02-12,283.440002,283.609985,281.079987,283.420013,283.420013,0
2019-02-13,280.460999,282.691010,279.850006,280.575012,280.575012,0
2019-02-14,282.880005,283.807007,281.955994,282.929993,282.929993,0
2019-02-15,281.850006,283.364990,281.570007,281.779999,281.779999,0
2019-02-18,281.380005,281.441986,280.309998,281.350006,281.350006,0
2019-02-19,280.804993,282.251007,279.929993,280.910004,280.910004,0
2019-02-20,279.579987,280.187012,278.750000,279.589996,279.589996,0
2019-02-21,279.186005,280.356995,278.600006,279.299988,279.299988,0
2019-02-22,279.809998,280.851013,279.429993,279.665009,279.665009,0
2019-02-25,280.179993,280.309998,279.109985,280.040009,280.040009,0
2019-02-26,279.579987,280.088013,278.059998,279.471008,279.471008,0
2019-02-27,277.678009,278.423004,277.309998,277.751007,277.751007,0
2019-02-28,277.630005,278.242004,276.480988,277.649994,277.649994,0
2019-03-01,277.579987,278.067993,276.799011,277.649994,277.649994,0
2019-03-04,277.519989,279.342987,277.450012,277.609985,277.609985,0
2019-03-05,278.260010,279.410004,278.130005,278.166992,278.166992,0
2019-03-06,278.819000,279.410004,278.239990,278.979004,278.979004,0
2019-03-07,278.700012,281.713989,278.329987,278.700012,278.700012,0
2019-03-08,282.339996,282.559998,280.250000,282.230011,282.230011,0
2019-03-11,280.769989,281.260010,279.989990,280.653015,280.653015,0
2019-03-12,280.013000,280.516998,279.010010,280.149994,280.149994,0
2019-03-13,279.100006,279.399994,277.880005,279.079987,279.079987,0
2019-03-14,277.329987,278.268005,277.325989,277.480011,277.480011,0
2019-03-15,277.765991,278.019989,276.929993,277.750000,277.750000,0
2019-03-18,277.600006,277.720001,276.290009,277.485992,277.485992,0
2019-03-19,276.769989,276.940002,275.299988,276.679993,276.679993,0
2019-03-20,275.559998,276.300995,275.109985,275.529999,275.529999,0
2019-03-21,274.019989,276.860992,273.701996,274.089996,274.089996,0
2019-03-22,276.600006,280.733002,275.690002,276.600006,276.600006,0
2019-03-25,279.929993,280.381012,278.619995,279.809998,279.809998,0
2019-03-26,279.045013,282.458008,278.390015,279.230011,279.230011,0
2019-03-27,282.450012,284.631012,282.362000,282.540009,282.540009,0
2019-03-28,284.063995,285.694000,283.779999,284.119995,284.119995,0
2019-03-29,285.070007,286.350006,284.510010,285.160004,285.160004,0
2019-04-01,285.920013,286.863007,285.070007,285.920013,285.920013,0
2019-04-02,286.750000,287.811005,286.505005,286.665985,286.665985,0
2019-04-03,286.445007,286.619995,283.799988,286.592010,286.592010,0
2019-04-04,284.250000,285.544006,284.029999,284.250000,284.250000,0
2019-04-05,285.040009,286.683990,284.630005,285.029999,285.029999,0
2019-04-08,286.220001,286.529999,284.829987,286.125000,286.125000,0
2019-04-09,285.149994,286.005005,284.429993,285.130005,285.130005,0
2019-04-10,286.049988,286.446014,284.890015,285.899994,285.899994,0
2019-04-11,284.950012,285.954987,284.570007,284.910004,284.910004,0
2019-04-12,286.065002,286.084991,283.850006,285.765991,285.765991,0
2019-04-15,284.220001,284.339996,282.750000,284.209991,284.209991,0
2019-04-16,283.070007,283.415009,282.170013,283.079987,283.079987,0
2019-04-17,283.119995,283.260010,281.799988,283.130005,283.130005,0
2019-04-18,282.540985,284.816010,282.264008,282.640015,282.640015,0
2019-04-19,284.619995,284.875000,284.179993,284.609985,284.609985,0
2019-04-22,284.470001,284.932007,284.000000,284.593994,284.593994,0
2019-04-23,284.497986,286.571014,284.434998,284.429993,284.429993,0
2019-04-24,285.614990,287.592987,285.459991,285.614990,285.614990,0
2019-04-25,288.549988,289.830994,288.070007,288.339996,288.339996,0
2019-04-26,289.000000,289.481995,288.100006,289.010010,289.010010,0
2019-04-29,288.920013,290.240997,288.380005,288.954987,288.954987,0
2019-04-30,288.820007,289.295013,287.470001,288.660004,288.660004,0
2019-05-01,288.527008,288.960999,287.970001,288.734985,288.734985,0
2019-05-02,289.475006,290.260010,288.760010,289.457001,289.457001,0
2019-05-03,290.000000,290.552002,288.279999,290.079987,290.079987,0
2019-05-06,288.614990,289.364014,288.519989,288.760010,288.760010,0
2019-05-07,288.877014,290.184998,288.299988,288.839996,288.839996,0
2019-05-08,289.562988,289.833008,288.739990,289.440002,289.440002,0
